name,kaggle_url
mobilevit,https://www.kaggle.com/models/kaggle/mobilevit
mosaic,https://www.kaggle.com/models/google/mosaic
movenet,https://www.kaggle.com/models/google/movenet
movinet,https://www.kaggle.com/models/google/movinet
multispecies-whale,https://www.kaggle.com/models/google/multispecies-whale
mushroom-identification_v1,https://www.kaggle.com/models/kaggle/mushroom-identification-v1
musiq,https://www.kaggle.com/models/google/musiq
nasnet,https://www.kaggle.com/models/google/nasnet
nasnet,https://www.kaggle.com/models/tensorflow/nasnet
nnlm,https://www.kaggle.com/models/google/nnlm
nonsemantic-speech-benchmark,https://www.kaggle.com/models/google/nonsemantic-speech-benchmark
nq,https://www.kaggle.com/models/kaggle/nq
open_llama,https://www.kaggle.com/models/openlmresearch/open-llama
parallel-wavegan,https://www.kaggle.com/models/kaggle/parallel-wavegan
planet_v2,https://www.kaggle.com/models/google/planet-v2
pnasnet,https://www.kaggle.com/models/google/pnasnet
popular_us_products_V1,https://www.kaggle.com/models/google/popular-us-products-v1
popular_wine_V1,https://www.kaggle.com/models/google/popular-wine-v1
posenet/mobilenet,https://www.kaggle.com/models/tensorflow/posenet-mobilenet
posenet/resnet50,https://www.kaggle.com/models/tensorflow/posenet-resnet50
progan-128,https://www.kaggle.com/models/google/progan-128
random-nnlm-en,https://www.kaggle.com/models/google/random-nnlm-en
relative-patch-location,https://www.kaggle.com/models/vtab/relative-patch-location
resnet50,https://www.kaggle.com/models/google/resnet50
resnet_50,https://www.kaggle.com/models/tensorflow/resnet-50
resnet_v1,https://www.kaggle.com/models/google/resnet-v1
resnet_v2,https://www.kaggle.com/models/google/resnet-v2
resnet_v2,https://www.kaggle.com/models/tensorflow/resnet-v2
retinanet/resnet,https://www.kaggle.com/models/tensorflow/retinanet-resnet
roberta,https://www.kaggle.com/models/kaggle/roberta
rosetta,https://www.kaggle.com/models/kaggle/rosetta
rotation,https://www.kaggle.com/models/vtab/rotation
selfie_segmentation,https://www.kaggle.com/models/mediapipe/selfie-segmentation
semi-exemplar-10,https://www.kaggle.com/models/vtab/semi-exemplar-10
semi-rotation-10,https://www.kaggle.com/models/vtab/semi-rotation-10
sentence-t5,https://www.kaggle.com/models/google/sentence-t5
smaller_LaBSE_15lang,https://www.kaggle.com/models/kaggle/smaller-labse-15lang
smartreply,https://www.kaggle.com/models/tensorflow/smartreply
soundstream,https://www.kaggle.com/models/google/soundstream
spam-detection,https://www.kaggle.com/models/tensorflow/spam-detection
speech-commands,https://www.kaggle.com/models/tensorflow/speech-commands
speech_embedding,https://www.kaggle.com/models/google/speech-embedding
spice,https://www.kaggle.com/models/google/spice
spiral,https://www.kaggle.com/models/deepmind/spiral
squeezenet,https://www.kaggle.com/models/tensorflow/squeezenet
ssd_mobilenet_v1,https://www.kaggle.com/models/tensorflow/ssd-mobilenet-v1
ssd_mobilenet_v1,https://www.kaggle.com/models/iree/ssd-mobilenet-v1
ssd_mobilenet_v2,https://www.kaggle.com/models/tensorflow/ssd-mobilenet-v2
ssd_mobilenet_v2,https://www.kaggle.com/models/iree/ssd-mobilenet-v2
ssd_spaghettinet_edgetpu,https://www.kaggle.com/models/iree/ssd-spaghettinet-edgetpu
ssdlite_mobilenet_v2,https://www.kaggle.com/models/tensorflow/ssdlite-mobilenet-v2
starcoder2,https://www.kaggle.com/models/bigcode-project/starcoder2
sup-100,https://www.kaggle.com/models/vtab/sup-100
sup-exemplar-100,https://www.kaggle.com/models/vtab/sup-exemplar-100
sup-rotation-100,https://www.kaggle.com/models/vtab/sup-rotation-100
talkheads_ggelu_bert_en,https://www.kaggle.com/models/tensorflow/talkheads-ggelu-bert-en
tf2nq,https://www.kaggle.com/models/kaggle/tf2nq
tiny_video_net,https://www.kaggle.com/models/google/tiny-video-net
tn_bert,https://www.kaggle.com/models/google/tn-bert
tournamentmarch2025prediction,https://www.kaggle.com/models/andrometocs/tournamentmarch2025prediction
toxicity,https://www.kaggle.com/models/tensorflow/toxicity
trillsson,https://www.kaggle.com/models/google/trillsson
tweening_conv3d,https://www.kaggle.com/models/google/tweening-conv3d
udot_scann,https://www.kaggle.com/models/universaldot/udot-scann
ulmfit,https://www.kaggle.com/models/edrone/ulmfit
uncond-biggan,https://www.kaggle.com/models/vtab/uncond-biggan
universal-sentence-encoder,https://www.kaggle.com/models/google/universal-sentence-encoder
universal-sentence-encoder,https://www.kaggle.com/models/tensorflow/universal-sentence-encoder
universal-sentence-encoder-qa-ondevice,https://www.kaggle.com/models/google/universal-sentence-encoder-qa-ondevice
vae,https://www.kaggle.com/models/vtab/vae
vggish,https://www.kaggle.com/models/google/vggish
vicuna,https://www.kaggle.com/models/lmsysorg/vicuna
video_swin_transformer,https://www.kaggle.com/models/kaggle/video-swin-transformer
videoflow,https://www.kaggle.com/models/google/videoflow
vila,https://www.kaggle.com/models/google/vila
vit,https://www.kaggle.com/models/keras/vit
wae-gan,https://www.kaggle.com/models/vtab/wae-gan
wae-mmd,https://www.kaggle.com/models/vtab/wae-mmd
wae-ukl,https://www.kaggle.com/models/vtab/wae-ukl
wav2vec2,https://www.kaggle.com/models/kaggle/wav2vec2
wiki40b-lm,https://www.kaggle.com/models/google/wiki40b-lm
word2vec_swahili,https://www.kaggle.com/models/kaggle/word2vec-swahili
wrn_106,https://www.kaggle.com/models/deepmind/wrn-106
wsdmandrotdiflogregpipeline_v1,https://www.kaggle.com/models/andrometocs/wsdmandrotdiflogregpipeline_v1
xlm_roberta,https://www.kaggle.com/models/kaggle/xlm-roberta
yamnet,https://www.kaggle.com/models/google/yamnet
zh_segmentation,https://www.kaggle.com/models/google/zh-segmentation
